ORDERID,PRODUCTID,CUSTOMERID,EMPLOYEEID,ORDERPERIODID,REQUIREDPERIODID,SHIPPEDPERIODID,SHIPPERID,UNITPRICE,QUANTITY,DISCOUNT,UNITSALES,NETSALES,UNITCOST,COST
3233,39,65,5,2007,2020,2007,6,42,946,18,39732,32580,31,29799
1544,41,1,1,1741,1754,1741,1,90,1867,18,168030,137785,67,126022
3238,59,40,10,2002,2015,2002,4,105,823,18,86415,70860,78,64811
1545,18,7,7,1738,1751,1738,3,300,63,18,18900,15498,225,14175
3260,39,69,9,2007,2020,2007,11,42,300,18,12600,10332,31,9450
1548,41,67,7,1734,1747,1737,8,90,986,18,88740,72767,67,66555
3274,39,68,8,2015,2028,2015,1,42,414,18,17388,14258,31,13041
1554,41,95,5,1746,1759,1746,2,90,2337,18,210330,172471,67,157747
3276,39,83,23,2006,2019,2006,2,42,279,18,11718,9609,31,8788
1555,18,13,13,1749,1762,1749,4,300,34,18,10200,8364,225,7650
3281,39,26,26,2005,2018,2005,8,42,598,18,25116,20595,31,18837
1556,18,31,1,1734,1747,1734,6,300,55,18,16500,13530,225,12375
3284,59,61,1,2002,2015,2002,9,105,2780,18,291900,239358,78,218925
1558,41,79,19,1735,1748,1735,11,90,1282,18,115380,94612,67,86535
3286,39,71,11,2012,2025,2012,8,42,532,18,22344,18322,31,16758
1559,41,81,21,1746,1759,1746,6,90,1518,18,136620,112028,67,102465
3301,59,21,21,2007,2020,2007,2,105,1026,18,107730,88339,78,80797
3303,39,109,19,2019,2032,2019,7,42,281,18,11802,9678,31,8851
1569,41,14,14,1753,1766,1753,11,90,599,18,53910,44206,67,40432
3303,59,109,19,2019,2032,2019,7,105,938,18,98490,80762,78,73867
1571,18,101,11,1743,1756,1751,6,300,41,18,12300,10086,225,9225
3313,59,112,22,2008,2021,2008,5,105,1654,18,173670,142409,78,130252
1577,18,27,27,1736,1749,1736,7,300,45,18,13500,11070,225,10125
3317,59,55,25,2013,2026,2013,1,105,1699,18,178395,146284,78,133796
1596,18,120,30,1747,1760,1747,11,300,80,18,24000,19680,225,18000
3321,59,111,21,2007,2020,2007,8,105,699,18,73395,60184,78,55046
1601,41,86,26,1754,1767,1754,1,90,1610,18,144900,118818,67,108675
3343,59,87,27,2009,2022,2009,1,105,948,18,99540,81623,78,74655
1604,18,107,17,1740,1753,1740,8,300,28,18,8400,6888,225,6300
3357,59,46,16,2023,2036,2023,4,105,1438,18,150990,123812,78,113242
1614,18,69,9,1741,1754,1741,1,300,28,18,8400,6888,225,6300
3375,39,104,14,2013,2026,2013,6,42,540,18,22680,18598,31,17010
1618,18,102,12,1750,1763,1750,6,300,43,18,12900,10578,225,9675
3377,39,9,9,2025,2038,2025,10,42,248,18,10416,8541,31,7812
3380,39,73,13,2025,2038,2033,4,42,421,18,17682,14499,31,13261
3385,59,24,24,2017,2030,2017,3,105,845,18,88725,72755,78,66543
1623,41,38,8,1759,1772,1759,7,90,988,18,88920,72914,67,66690
3390,39,111,21,2023,2036,2023,6,42,205,18,8610,7060,31,6457
1641,18,61,1,1753,1766,1753,11,300,64,18,19200,15744,225,14400
3394,39,70,10,2017,2030,2017,6,42,421,18,17682,14499,31,13261
1643,18,28,28,1755,1768,1755,9,300,49,18,14700,12054,225,11025
3396,59,93,3,2031,2044,2032,5,105,3596,18,377580,309616,78,283185
1656,41,77,17,1762,1775,1762,10,90,810,18,72900,59778,67,54675
3401,59,16,16,2019,2032,2019,1,105,1114,18,116970,95915,78,87727
1664,18,46,16,1762,1775,1762,10,300,45,18,13500,11070,225,10125
3403,39,25,25,2034,2047,2034,9,42,399,18,16758,13742,31,12568
1675,18,113,23,1769,1782,1769,7,300,30,18,9000,7380,225,6750
3408,39,2,2,2016,2029,2016,4,42,928,18,38976,31960,31,29232
1679,18,81,21,1765,1778,1765,9,300,68,18,20400,16728,225,15300
3900,39,88,28,2097,2110,2097,11,42,603,18,25326,20767,31,18994
1698,18,80,20,1760,1773,1760,3,300,49,18,14700,12054,225,11025
3909,39,92,2,2098,2111,2098,3,42,554,18,23268,19080,31,17451
1701,18,78,18,1759,1772,1759,8,300,26,18,7800,6396,225,5850
3915,59,102,12,2099,2112,2099,11,105,1864,18,195720,160490,78,146790
1704,41,65,5,1761,1774,1761,4,90,1761,18,158490,129962,67,118867
3920,39,42,12,2108,2121,2108,7,42,445,18,18690,15326,31,14017
1706,18,102,12,1763,1776,1763,4,300,44,18,13200,10824,225,9900
3929,39,2,2,2111,2124,2111,5,42,1120,18,47040,38573,31,35280
1736,18,88,28,1780,1793,1780,2,300,38,18,11400,9348,225,8550
3931,39,44,14,2110,2123,2110,5,42,436,18,18312,15016,31,13734
1739,41,7,7,1779,1792,1779,8,90,1420,18,127800,104796,67,95850
3932,59,85,25,2110,2123,2110,5,105,1836,18,192780,158080,78,144585
3936,59,33,3,2111,2124,2111,10,105,2106,18,221130,181327,78,165847
1740,18,30,30,1762,1775,1762,1,300,45,18,13500,11070,225,10125
3958,59,6,6,2116,2129,2116,4,105,801,18,84105,68966,78,63078
1744,41,63,3,1769,1782,1769,9,90,1915,18,172350,141327,67,129262
3963,39,40,10,2113,2126,2113,1,42,319,18,13398,10986,31,10048
1747,18,114,24,1778,1791,1778,5,300,45,18,13500,11070,225,10125
3963,59,40,10,2113,2126,2113,1,105,1062,18,111510,91438,78,83632
1752,18,66,6,1771,1784,1771,5,300,26,18,7800,6396,225,5850
3965,59,73,13,2100,2113,2100,10,105,1453,18,152565,125103,78,114423
1772,41,28,28,1771,1784,1771,11,90,1248,18,112320,92102,67,84240
3974,59,16,16,2116,2129,2116,5,105,1043,18,109515,89802,78,82136
1783,18,3,3,1783,1796,1783,10,300,53,18,15900,13038,225,11925
3984,59,90,30,2118,2131,2118,9,105,1944,18,204120,167378,78,153090
1785,41,19,19,1777,1790,1777,9,90,957,18,86130,70627,67,64597
3988,59,58,28,2116,2129,2116,2,105,2676,18,280980,230404,78,210735
1788,41,46,16,1778,1791,1778,5,90,1106,18,99540,81623,67,74655
4006,39,7,7,2119,2132,2119,4,42,539,18,22638,18563,31,16978
1795,18,71,11,1775,1788,1775,1,300,57,18,17100,14022,225,12825
4011,59,86,26,2109,2122,2109,9,105,2635,18,276675,226874,78,207506
1830,18,101,11,1789,1802,1793,3,300,36,18,10800,8856,225,8100
4012,39,92,2,2119,2132,2119,11,42,590,18,24780,20320,31,18585
1846,18,67,7,1792,1805,1792,2,300,51,18,15300,12546,225,11475
4018,59,95,5,2110,2123,2111,5,105,3782,18,397110,325630,78,297832
1853,41,30,30,1779,1792,1779,2,90,1154,18,103860,85165,67,77895
4037,39,39,9,2113,2126,2113,2,42,539,18,22638,18563,31,16978
4045,59,100,10,2128,2141,2128,8,105,1890,18,198450,162729,78,148837
1856,41,11,11,1797,1810,1797,7,90,839,18,75510,61918,67,56632
4047,39,56,26,2124,2137,2124,5,42,659,18,27678,22696,31,20758
1859,18,103,13,1796,1809,1796,6,300,65,18,19500,15990,225,14625
4049,39,93,3,2124,2137,2124,6,42,1136,18,47712,39124,31,35784
1860,41,45,15,1782,1795,1784,6,90,573,18,51570,42287,67,38677
4053,39,119,29,2111,2124,2111,3,42,679,18,28518,23385,31,21388
1868,41,100,10,1799,1812,1799,11,90,1248,18,112320,92102,67,84240
4054,39,11,11,2127,2140,2127,6,42,536,18,22512,18460,31,16884
1880,17,56,26,1788,1801,1794,10,250,55,18,13750,11275,187,10312
4060,59,43,13,2125,2138,2125,1,105,1077,18,113085,92730,78,84813
1881,17,79,19,1786,1799,1786,2,250,92,18,23000,18860,187,17250
4065,39,38,8,2118,2131,2118,2,42,568,18,23856,19562,31,17892
1888,18,80,20,1791,1804,1791,10,300,55,18,16500,13530,225,12375
4069,59,71,11,2119,2132,2119,10,105,1890,18,198450,162729,78,148837
1895,18,25,25,1788,1801,1788,4,300,38,18,11400,9348,225,8550
4074,39,20,20,2133,2146,2133,11,42,261,18,10962,8989,31,8221
1906,18,116,26,1807,1820,1810,10,300,78,18,23400,19188,225,17550
4086,39,86,26,2118,2131,2118,8,42,804,18,33768,27690,31,25326
4096,59,2,2,2124,2137,2124,7,105,3782,18,397110,325630,78,297832
1908,41,63,3,1791,1804,1791,8,90,2120,18,190800,156456,67,143100
4100,39,24,24,2125,2138,2125,1,42,320,18,13440,11021,31,10080
1915,18,91,1,1790,1803,1790,2,300,56,18,16800,13776,225,12600
4102,59,45,15,2130,2143,2130,9,105,1502,18,157710,129322,78,118282
1920,18,69,9,1803,1816,1803,8,300,30,18,9000,7380,225,6750
4104,59,67,7,2122,2135,2125,3,105,1890,18,198450,162729,78,148837
1920,41,69,9,1803,1816,1803,8,90,690,18,62100,50922,67,46575
4114,59,23,23,2138,2151,2138,9,105,1890,18,198450,162729,78,148837
1939,18,34,4,1802,1815,1802,6,300,71,18,21300,17466,225,15975
4123,39,77,17,2124,2137,2124,10,42,346,18,14532,11916,31,10899
1940,18,68,8,1815,1828,1815,10,300,42,18,12600,10332,225,9450
4126,39,6,6,2127,2140,2127,7,42,255,18,10710,8782,31,8032
1943,18,91,1,1803,1816,1803,1,300,58,18,17400,14268,225,13050
4131,59,84,24,2141,2154,2147,11,105,746,18,78330,64231,78,58747
4136,59,34,4,2130,2143,2130,3,105,1872,18,196560,161179,78,147420
4141,39,75,15,2136,2149,2136,9,42,568,18,23856,19562,31,17892
4150,59,74,14,2125,2138,2125,4,105,1890,18,198450,162729,78,148837
4160,59,119,29,2128,2141,2128,8,105,2435,18,255675,209654,78,191756
1964,41,9,9,1810,1823,1810,5,90,607,18,54630,44797,67,40972
4167,39,39,9,2146,2159,2146,1,42,531,18,22302,18288,31,16726
4171,39,101,11,2145,2158,2147,11,42,516,18,21672,17771,31,16254
1979,18,43,13,1812,1825,1812,11,300,30,18,9000,7380,225,6750
4171,59,101,11,2145,2158,2147,11,105,1719,18,180495,148006,78,135371
1979,41,43,13,1812,1825,1812,11,90,687,18,61830,50701,67,46372
4179,39,35,5,2145,2158,2145,5,42,869,18,36498,29928,31,27373
1983,41,59,29,1805,1818,1805,6,90,1545,18,139050,114021,67,104287
4185,59,2,2,2134,2147,2134,3,105,3782,18,397110,325630,78,297832
1984,41,60,30,1815,1828,1815,11,90,738,18,66420,54464,67,49815
4187,59,44,14,2141,2154,2147,10,105,1294,18,135870,111413,78,101902
1989,41,33,3,1815,1828,1815,1,90,1262,18,113580,93136,67,85185
4203,55,83,23,2132,2145,2132,4,550,497,18,273350,224147,412,205012
4208,39,21,21,2136,2149,2136,4,42,339,18,14238,11675,31,10678
1990,41,48,18,1820,1833,1820,11,90,759,18,68310,56014,67,51232
4215,39,6,6,2145,2158,2145,6,42,270,18,11340,9299,31,8505
2001,18,104,14,1812,1825,1812,3,300,55,18,16500,13530,225,12375
4221,39,81,21,2133,2146,2133,3,42,567,18,23814,19527,31,17860
2005,41,105,15,1812,1825,1812,4,90,1102,18,99180,81328,67,74385
4232,39,100,10,2148,2161,2148,10,42,576,18,24192,19837,31,18144
2010,18,50,20,1805,1818,1805,6,300,26,18,7800,6396,225,5850
4237,39,63,3,2138,2151,2138,1,42,1152,18,48384,39675,31,36288
4240,39,116,26,2153,2166,2153,1,42,786,18,33012,27070,31,24759
2011,41,58,28,1820,1833,1820,6,90,1526,18,137340,112619,67,103005
4244,39,34,4,2153,2166,2153,8,42,547,18,22974,18839,31,17230
2016,41,71,11,1821,1834,1821,7,90,1414,18,127260,104353,67,95445
4262,59,105,15,2144,2157,2147,9,105,1822,18,191310,156874,78,143482
2026,18,28,28,1817,1830,1817,4,300,64,18,19200,15744,225,14400
4273,59,115,25,2158,2171,2158,8,105,1630,18,171150,140343,78,128362
2032,41,93,3,1819,1832,1819,7,90,2604,18,234360,192175,67,175770
4275,59,21,21,2142,2155,2147,4,105,1169,18,122745,100651,78,92058
2034,41,24,24,1824,1837,1832,11,90,168,18,15120,12398,67,11340
4286,39,23,23,2151,2164,2151,1,42,547,18,22974,18839,31,17230
2050,18,88,28,1823,1836,1823,11,300,46,18,13800,11316,225,10350
4290,39,85,25,2159,2172,2159,8,42,576,18,24192,19837,31,18144
2065,18,87,27,1830,1843,1830,9,300,36,18,10800,8856,225,8100
4294,39,73,13,2148,2161,2148,11,42,457,18,19194,15739,31,14395
2068,18,79,19,1820,1833,1820,11,300,72,18,21600,17712,225,16200
4295,39,96,6,2161,2174,2161,9,42,552,18,23184,19011,31,17388
2068,41,79,19,1820,1833,1820,11,90,1598,18,143820,117932,67,107865
2079,41,86,26,1821,1834,1821,5,90,1944,18,174960,143467,67,131220
4296,59,99,9,2163,2176,2163,1,105,1122,18,117810,96604,78,88357
2081,18,101,11,1822,1835,1822,1,300,40,18,12000,9840,225,9000
2090,18,112,22,1825,1838,1825,7,300,65,18,19500,15990,225,14625
2098,41,46,16,1819,1832,1819,5,90,1270,18,114300,93726,67,85725
2103,18,35,5,1835,1848,1835,9,300,112,18,33600,27552,225,25200
2110,41,67,7,1823,1836,1823,4,90,1070,18,96300,78966,67,72225
2115,18,60,30,1836,1849,1836,9,300,33,18,9900,8118,225,7425
2118,18,115,25,1833,1846,1833,4,300,37,18,11100,9102,225,8325
2127,18,37,7,1840,1853,1840,9,300,64,18,19200,15744,225,14400
2158,18,86,26,1834,1847,1834,1,300,86,18,25800,21156,225,19350
2181,41,14,14,1838,1851,1838,7,90,755,18,67950,55719,67,50962
2195,18,15,15,1850,1863,1850,1,300,61,18,18300,15006,225,13725
4299,39,49,19,2163,2176,2163,11,42,576,18,24192,19837,31,18144
2199,41,56,26,1839,1852,1839,3,90,1135,18,102150,83763,67,76612
4308,59,19,19,2166,2179,2166,10,105,1918,18,201390,165140,78,151042
2203,41,119,29,1839,1852,1839,6,90,1246,18,112140,91955,67,84105
4310,59,42,12,2156,2169,2158,9,105,1697,18,178185,146112,78,133638
2205,18,70,10,1854,1867,1861,4,300,47,18,14100,11562,225,10575
4314,39,110,20,2151,2164,2151,1,42,527,18,22134,18150,31,16600
2216,18,89,29,1850,1863,1850,8,300,61,18,18300,15006,225,13725
4317,59,32,2,2149,2162,2149,6,105,3663,18,384615,315384,78,288461
2233,18,86,26,1841,1854,1841,2,300,90,18,27000,22140,225,20250
4318,39,37,7,2154,2167,2154,4,42,567,18,23814,19527,31,17860
2234,18,101,11,1858,1871,1858,5,300,43,18,12900,10578,225,9675
4322,39,90,30,2168,2181,2168,1,42,674,18,28308,23213,31,21231
2237,18,35,5,1842,1855,1842,9,300,118,18,35400,29028,225,26550
4331,39,111,21,2159,2172,2159,10,42,233,18,9786,8025,31,7339
2238,18,80,20,1858,1871,1858,11,300,60,18,18000,14760,225,13500
4336,59,31,1,2173,2186,2173,5,105,2896,18,304080,249346,78,228060
2238,41,80,20,1858,1871,1858,11,90,1356,18,122040,100073,67,91530
4339,39,60,30,2161,2174,2161,7,42,621,18,26082,21387,31,19561
2246,18,62,2,1848,1861,1848,10,300,67,18,20100,16482,225,15075
4340,39,68,8,2159,2172,2159,2,42,576,18,24192,19837,31,18144
2247,18,91,1,1854,1867,1854,2,300,56,18,16800,13776,225,12600
4344,39,39,9,2162,2175,2162,3,42,558,18,23436,19218,31,17577
2249,41,108,18,1844,1857,1844,11,90,1079,18,97110,79630,67,72832
4349,59,93,3,2159,2172,2159,7,105,3836,18,402780,330280,78,302085
2250,18,112,22,1856,1869,1856,1,300,70,18,21000,17220,225,15750
4354,39,84,24,2164,2177,2164,7,42,239,18,10038,8231,31,7528
2258,41,90,30,1856,1869,1856,3,90,944,18,84960,69667,67,63720
4361,39,28,28,2171,2184,2171,3,42,828,18,34776,28516,31,26082
2280,18,69,9,1852,1865,1852,9,300,32,18,9600,7872,225,7200
4367,59,12,12,2159,2172,2159,3,105,1697,18,178185,146112,78,133638
2284,18,2,2,1867,1880,1867,6,300,92,18,27600,22632,225,20700
4373,59,38,8,2170,2183,2170,8,105,1918,18,201390,165140,78,151042
2298,41,42,12,1850,1863,1850,11,90,1185,18,106650,87453,67,79987
4380,39,55,25,2170,2183,2170,11,42,535,18,22470,18425,31,16852
2313,41,93,3,1865,1878,1865,4,90,2957,18,266130,218227,67,199597
4395,59,13,13,2172,2185,2172,8,105,1918,18,201390,165140,78,151042
2314,41,100,10,1871,1884,1871,4,90,1469,18,132210,108412,67,99157
4398,59,37,7,2172,2185,2172,9,105,1793,18,188265,154377,78,141198
2321,18,21,21,1862,1875,1862,3,300,29,18,8700,7134,225,6525
4415,39,104,14,2169,2182,2170,4,42,588,18,24696,20251,31,18522
4416,59,17,17,2170,2183,2170,1,105,910,18,95550,78351,78,71662
2327,41,110,20,1868,1881,1868,8,90,1461,18,131490,107822,67,98617
4417,59,45,15,2178,2191,2178,8,105,1595,18,167475,137330,78,125606
2328,18,26,26,1861,1874,1861,9,300,51,18,15300,12546,225,11475
2330,41,45,15,1867,1880,1867,5,90,722,18,64980,53284,67,48735
4425,59,73,13,2176,2189,2176,3,105,1674,18,175770,144131,78,131827
2331,41,85,25,1864,1877,1864,9,90,1218,18,109620,89888,67,82215
4430,59,85,25,2166,2179,2166,5,105,1958,18,205590,168584,78,154192
4433,39,117,27,2174,2187,2174,1,42,817,18,34314,28137,31,25735
2336,41,76,16,1868,1881,1868,4,90,917,18,82530,67675,67,61897
4449,59,65,5,2186,2199,2186,1,105,3916,18,411180,337168,78,308385
2357,18,39,9,1875,1888,1875,2,300,50,18,15000,12300,225,11250
4455,59,49,19,2176,2189,2176,6,105,1958,18,205590,168584,78,154192
2361,41,94,4,1865,1878,1865,7,90,2691,18,242190,198596,67,181642
2373,18,52,22,1879,1892,1879,9,300,67,18,20100,16482,225,15075
4458,39,88,28,2182,2195,2182,3,42,659,18,27678,22696,31,20758
2381,41,74,14,1878,1891,1878,5,90,1600,18,144000,118080,67,108000
4489,39,90,30,2185,2198,2185,10,42,723,18,30366,24900,31,22774
2392,18,118,28,1866,1879,1866,1,300,92,18,27600,22632,225,20700
4511,39,25,25,2183,2196,2183,6,42,308,18,12936,10608,31,9702
2393,18,7,7,1876,1889,1876,2,300,66,18,19800,16236,225,14850
4515,39,61,1,2195,2208,2195,5,42,1099,18,46158,37850,31,34618
2402,41,99,9,1877,1890,1877,9,90,709,18,63810,52324,67,47857
4521,59,80,20,2186,2199,2186,3,105,1958,18,205590,168584,78,154192
4531,59,56,26,2192,2205,2192,2,105,2465,18,258825,212237,78,194118
2407,18,59,29,1882,1895,1882,7,300,87,18,26100,21402,225,19575
4532,39,75,15,2188,2201,2188,4,42,588,18,24696,20251,31,18522
2417,18,108,18,1874,1887,1874,8,300,53,18,15900,13038,225,11925
2419,18,113,23,1870,1883,1870,7,300,39,18,11700,9594,225,8775
4536,39,18,18,2201,2214,2201,1,42,449,18,18858,15464,31,14143
2425,41,25,25,1877,1890,1877,8,90,1047,18,94230,77269,67,70672
4551,39,48,18,2194,2207,2194,3,42,496,18,20832,17082,31,15624
4561,55,1,1,2198,2211,2198,2,550,1564,18,860200,705364,412,645150
2432,41,5,5,1889,1902,1889,3,90,2724,18,245160,201031,67,183870
4571,39,46,16,2191,2204,2191,1,42,543,18,22806,18701,31,17104
4581,39,50,20,2190,2203,2190,6,42,432,18,18144,14878,31,13608
4589,39,90,30,2207,2220,2207,7,42,749,18,31458,25796,31,23593
4590,59,108,18,2201,2214,2201,10,105,1958,18,205590,168584,78,154192
4612,39,59,29,2209,2222,2209,10,42,880,18,36960,30307,31,27720
4614,39,86,26,2210,2223,2210,1,42,484,18,20328,16669,31,15246
4617,59,9,9,2209,2222,2209,9,105,1081,18,113505,93074,78,85128
4621,59,27,27,2209,2222,2209,4,105,2637,18,276885,227046,78,207663
4626,39,46,16,2199,2212,2199,1,42,572,18,24024,19700,31,18018
4632,39,41,11,2202,2215,2202,4,42,542,18,22764,18666,31,17073
4635,59,88,28,2216,2229,2216,11,105,1303,18,136815,112188,78,102611
4640,59,16,16,2209,2222,2209,8,105,763,18,80115,65694,78,60086
4641,59,19,19,2211,2224,2211,10,105,1984,18,208320,170822,78,156240
4647,39,17,17,2201,2214,2201,2,42,298,18,12516,10263,31,9387
4663,39,76,16,2211,2224,2211,2,42,309,18,12978,10642,31,9733
4666,59,102,12,2203,2216,2203,7,105,1884,18,197820,162212,78,148365
4695,39,41,11,2221,2234,2221,10,42,563,18,23646,19390,31,17734
4697,39,58,28,2215,2228,2215,11,42,514,18,21588,17702,31,16191
4719,39,2,2,2228,2241,2228,9,42,697,18,29274,24005,31,21955
4721,39,52,22,2223,2236,2223,2,42,596,18,25032,20526,31,18774
4723,39,66,6,2228,2241,2228,6,42,244,18,10248,8403,31,7686
4725,39,90,30,2223,2236,2223,7,42,800,18,33600,27552,31,25200
4727,55,1,1,2219,2232,2219,3,550,926,18,509300,417626,412,381975
4729,59,47,17,2232,2245,2232,1,105,823,18,86415,70860,78,64811
4732,39,97,7,2230,2243,2230,10,42,327,18,13734,11262,31,10300
4739,39,43,13,2217,2230,2217,6,42,241,18,10122,8300,31,7591
4756,39,119,29,2218,2231,2218,10,42,880,18,36960,30307,31,27720
4757,39,7,7,2223,2236,2223,4,42,596,18,25032,20526,31,18774
4766,59,69,9,2226,2239,2226,5,105,932,18,97860,80245,78,73395
4767,59,55,25,2237,2250,2237,8,105,1984,18,208320,170822,78,156240
4772,59,11,11,2224,2237,2224,2,105,1180,18,123900,101598,78,92925
4773,39,18,18,2240,2253,2240,9,42,449,18,18858,15464,31,14143
4788,59,91,1,2234,2247,2241,2,105,3339,18,350595,287488,78,262946
4794,39,44,14,2226,2239,2226,4,42,267,18,11214,9195,31,8410
4796,39,85,25,2229,2242,2229,5,42,349,18,14658,12020,31,10993
4820,39,60,30,2242,2255,2242,10,42,446,18,18732,15360,31,14049
4823,59,40,10,2250,2263,2250,4,105,1548,18,162540,133283,78,121905
4839,39,2,2,2241,2254,2241,5,42,680,18,28560,23419,31,21420
4840,55,37,7,2245,2258,2245,10,550,468,18,257400,211068,412,193050
4842,59,66,6,2250,2263,2250,4,105,870,18,91350,74907,78,68512
4844,55,102,12,2236,2249,2236,3,550,808,18,444400,364408,412,333300
5817,59,13,13,2507,2520,2507,3,105,2316,18,243180,199408,78,182385
5824,39,71,11,2511,2524,2511,8,42,316,18,13272,10883,31,9954
5827,59,101,11,2498,2511,2498,4,105,1945,18,204225,167465,78,153168
5830,39,86,26,2498,2511,2498,2,42,541,18,22722,18632,31,17041
5831,39,97,7,2494,2507,2494,1,42,299,18,12558,10298,31,9418
5868,39,61,1,2521,2534,2521,4,42,637,18,26754,21938,31,20065
5877,59,9,9,2513,2526,2518,2,105,1142,18,119910,98326,78,89932
5895,39,72,12,2524,2537,2528,10,42,495,18,20790,17048,31,15592
5898,39,70,10,2522,2535,2522,11,42,258,18,10836,8886,31,8127
5901,39,101,11,2527,2540,2527,2,42,637,18,26754,21938,31,20065
5901,59,101,11,2527,2540,2527,2,105,2120,18,222600,182532,78,166950
5912,39,93,3,2522,2535,2522,4,42,679,18,28518,23385,31,21388
5931,39,95,5,2521,2534,2521,5,42,1210,18,50820,41672,31,38115
5940,55,90,30,2525,2538,2525,4,550,1056,18,580800,476256,412,435600
5945,39,92,2,2537,2550,2537,9,42,1019,18,42798,35094,31,32098
5951,39,110,20,2541,2554,2541,11,42,336,18,14112,11572,31,10584
5961,59,40,10,2535,2548,2535,11,105,1653,18,173565,142323,78,130173
5962,55,41,11,2539,2552,2539,9,550,712,18,391600,321112,412,293700
5964,39,94,4,2531,2544,2531,5,42,511,18,21462,17599,31,16096
5978,55,90,30,2533,2546,2533,10,550,1159,18,637450,522709,412,478087
5989,55,52,22,2539,2552,2539,11,550,850,18,467500,383350,412,350625
5990,39,56,26,2543,2556,2543,2,42,552,18,23184,19011,31,17388
5995,39,65,5,2552,2565,2552,1,42,1094,18,45948,37677,31,34461
6011,39,90,30,2555,2568,2555,10,42,905,18,38010,31168,31,28507
6022,39,57,27,2555,2568,2555,6,42,1312,18,55104,45185,31,41328
6026,39,70,10,2546,2559,2546,10,42,284,18,11928,9781,31,8946
6032,39,37,7,2562,2575,2562,10,42,262,18,11004,9023,31,8253
6038,39,41,11,2563,2576,2563,4,42,554,18,23268,19080,31,17451
6043,39,31,1,2559,2572,2559,11,42,1288,18,54096,44359,31,40572
6048,39,24,24,2564,2577,2564,5,42,432,18,18144,14878,31,13608
6063,39,18,18,2562,2575,2562,2,42,507,18,21294,17461,31,15970
6064,55,80,20,2563,2576,2568,1,550,348,18,191400,156948,412,143550
6073,55,98,8,2567,2580,2568,9,550,449,18,246950,202499,412,185212
6080,59,78,18,2562,2575,2562,7,105,1066,18,111930,91783,78,83947
6081,59,102,12,2560,2573,2560,4,105,2396,18,251580,206296,78,188685
6091,39,42,12,2570,2583,2570,6,42,259,18,10878,8920,31,8158
6098,39,52,22,2575,2588,2583,11,42,702,18,29484,24177,31,22113
6107,39,90,30,2574,2587,2574,8,42,909,18,38178,31306,31,28633
6131,59,57,27,2584,2597,2592,7,105,4622,18,485310,397954,78,363982
6140,39,78,18,2570,2583,2570,8,42,340,18,14280,11710,31,10710
6153,59,105,15,2588,2601,2592,1,105,1619,18,169995,139396,78,127496
676,28,69,9,1577,1590,1577,4,720,21,18,15120,12398,540,11340
689,28,59,29,1598,1611,1598,4,720,44,18,31680,25978,540,23760
701,29,68,8,1584,1597,1584,11,1200,21,18,25200,20664,900,18900
716,29,119,29,1588,1601,1588,3,1200,17,18,20400,16728,900,15300
717,29,23,23,1588,1601,1588,7,1200,20,18,24000,19680,900,18000
724,28,86,26,1599,1612,1599,6,720,39,18,28080,23026,540,21060
729,29,1,1,1590,1603,1590,9,1200,39,18,46800,38376,900,35100
730,29,7,7,1591,1604,1591,7,1200,25,18,30000,24600,900,22500
738,28,24,24,1589,1602,1589,9,720,27,18,19440,15941,540,14580
755,28,62,2,1606,1619,1606,4,720,81,18,58320,47822,540,43740
777,29,24,24,1595,1608,1595,2,1200,18,18,21600,17712,900,16200
781,28,27,27,1611,1624,1611,2,720,34,18,24480,20074,540,18360
785,28,89,29,1608,1621,1608,4,720,34,18,24480,20074,540,18360
796,28,116,26,1598,1611,1598,11,720,40,18,28800,23616,540,21600
798,29,25,25,1609,1622,1617,6,1200,25,18,30000,24600,900,22500
803,29,53,23,1603,1616,1603,1,1200,28,18,33600,27552,900,25200
809,29,110,20,1618,1631,1618,1,1200,24,18,28800,23616,900,21600
810,28,113,23,1617,1630,1617,3,720,29,18,20880,17122,540,15660
838,28,59,29,1607,1620,1607,7,720,46,18,33120,27158,540,24840
2443,18,24,24,1886,1899,1886,5,300,31,18,9300,7626,225,6975
2451,41,38,8,1890,1903,1890,10,90,1229,18,110610,90700,67,82957
2465,18,110,20,1888,1901,1888,3,300,69,18,20700,16974,225,15525
2465,41,110,20,1888,1901,1888,3,90,1542,18,138780,113800,67,104085
2467,41,60,30,1891,1904,1891,5,90,934,18,84060,68929,67,63045
841,29,116,26,1606,1619,1606,7,1200,28,18,33600,27552,900,25200
2469,18,102,12,1891,1904,1891,3,300,52,18,15600,12792,225,11700
844,28,86,26,1621,1634,1621,1,720,40,18,28800,23616,540,21600
2470,18,16,16,1878,1891,1878,6,300,45,18,13500,11070,225,10125
848,29,112,22,1607,1620,1607,10,1200,22,18,26400,21648,900,19800
2478,18,12,12,1882,1895,1882,9,300,49,18,14700,12054,225,11025
849,29,13,13,1619,1632,1619,1,1200,21,18,25200,20664,900,18900
2481,18,89,29,1896,1909,1896,3,300,68,18,20400,16728,225,15300
851,28,79,19,1622,1635,1622,10,720,39,18,28080,23026,540,21060
2483,18,100,10,1891,1904,1891,4,300,69,18,20700,16974,225,15525
859,28,53,23,1615,1628,1615,10,720,44,18,31680,25978,540,23760
2489,41,115,25,1896,1909,1896,9,90,981,18,88290,72398,67,66217
873,28,97,7,1630,1643,1630,3,720,41,18,29520,24206,540,22140
